class,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dist10,dist11,dist12,dist13,dist14,dist15,dist16,dist17,dist18,dist19,dist20,dist21,dist22,dist23,dist24,dist25,dist26,dist27,dist28,dist29,dist30,dist31,dist32,dist33,dist34,dist35,dist36,dist37,dist38,dist39,dist40,dist41
=(,7.091371782154293,0.15077903505035592,0.09770763356688697,7.10712934319576,0.1370443494445243,15.273050432427768,18.419710952026367,20.174631418029787,20.10253261870747,28.399860539162997,24.680444841092648,33.44467533727513,37.70362673214276,18.61346529676319,32.33399648016944,32.290061359901415,35.529857609365045,39.328658217883515,33.35113209496222,22.432761695331614,20.73411981480455,20.744311505625436,18.10258406515618,31.51074176620316,49.381651948749436,34.919287297788934,0.09770763356688697,13.630795074361995,11.699777553502395,52.172638270565265,53.32687312861375,13.719568543087412,11.644838690259476,52.08417705104084,53.300234335678184,24.425876477534285,61.84054673906929,52.957328251564974,51.58906965617691,61.465351232578115,43.78237305194588
=(,6.714488166548005,0.2285298371707164,0.22805265661780938,6.930623967952172,0.10664243993464093,15.584247107840845,18.53110736262524,20.039424423376158,19.886579516971597,28.208067994916707,24.348599293864044,33.8015747339723,38.33823958834482,18.708509485146166,32.41448264145097,32.33380305877088,35.35015411517762,39.30971342779042,33.42912122154654,22.755170293402006,20.683235081503266,20.731006044925472,17.767142934219603,31.451400694507914,49.610662818567924,35.274763362045,0.22805265661780938,13.679237678216493,11.747454652269687,52.56790086380951,53.682521993942146,13.893562570785267,11.598578274819548,52.37337483758782,53.64426993238639,24.639158697494533,62.007986004517775,52.95870008592135,51.880556114967625,61.76051474360927,43.92700623190717
=(,6.68351136164164,0.22031943773635634,0.1718661263077968,7.040214396049263,0.1427436199981296,15.962840831698944,18.808103322321344,19.785329876727133,19.656248886924057,28.04621551916299,23.979730804245797,33.53375097823329,39.26307045494557,18.73853194837144,32.26365482938217,32.188354229090834,35.22790610863146,39.23992346604822,33.03275046274562,23.300951945277646,20.483736214826028,20.504820587450862,17.66407662227999,31.343024139393506,49.29760725167881,35.66446121175832,0.1718661263077968,13.370430497533256,11.807409679646039,52.31583075213021,53.96914041412706,13.526753051367402,11.707874600730344,52.162234394159846,53.9264614207725,24.34797380427808,61.56258306084883,53.24334337613406,51.775011259693485,62.19261060979922,44.03129827941426
=(,7.160153229594654,0.1740690618104233,0.2517260321183683,7.019263023433825,0.15344599865547917,16.592984686492013,18.958597521351823,19.00139980953408,18.829598949169778,27.029268094854448,22.115860476299183,34.141649854548525,40.996557220056005,18.788228423738808,31.84359356303216,31.763981415607855,33.884907104518305,37.94988040716723,32.89542200892027,24.407161283072835,19.94512379102504,20.011252996280522,16.064051977135897,30.02896999160743,49.38971614880508,36.96477105740626,0.2517260321183683,13.48533768769192,11.13979592306361,52.520468584358994,54.72384142661172,13.71932438687108,10.959659091670739,52.31419064505689,54.693869096035186,24.176102368808067,60.97062979806249,52.89513823984616,51.51789894814773,62.05293764082798,43.78594877494648
=(,7.068764403321824,0.16028235853733158,0.24638524638727746,7.226810623517645,0.09423033651992865,17.65226264752277,19.239926444575453,17.90861510238645,17.686903206396146,25.073558404613895,20.154482978224365,35.634193445643824,43.236702973323396,18.77147985638045,31.518687502084603,31.371224248325863,32.49431026318048,37.052663390684806,33.436854366377375,25.586158523576056,19.6740167042886,19.662923784482224,14.946716160628135,29.289743241760014,50.09894009298937,38.05798739045563,0.24638524638727746,12.310799826826395,10.771791081049097,53.226147288200856,55.571603454751816,12.490568480243843,10.64987383056857,52.99042952128775,55.468013972355145,22.852348257172533,60.26212658542184,52.95548467326176,51.810807160608974,62.348898645077014,44.4247193667971
=(,7.1392968095223965,0.19422318521196247,0.28325628658481394,7.4758404667884,0.17442272639855383,17.815917575109648,19.82995979019474,18.912806131677073,18.7201496649065,26.010361981822953,20.39584500463723,34.45653059546518,43.303125210674686,18.887736729078654,32.14165336623428,32.06873763159549,33.067570052780496,37.05946596716368,32.587769710026976,25.490810853335795,20.01104180789419,20.100412560940534,15.412563924790081,28.884334950319477,49.36513447597326,37.832153771248386,0.28325628658481394,12.22175791624515,10.154095370070811,53.146475630743275,55.8952298310063,12.485442244326467,9.927740285880366,52.92901904502996,55.88293227271849,22.19094089524054,59.96166023131193,53.18003207339629,51.67841842509971,62.12463115658856,44.08606764001098
=(,7.530882467296234,0.13234546729827018,0.19822413655174528,7.847545300020148,0.06887307454268375,18.16482920130568,21.320923080613845,19.362223316843775,19.18955083553294,27.55913845424588,20.10163494004098,33.32322858571418,44.42455752561237,19.107356444310096,32.060528789359054,31.96034381864955,33.14181051869246,36.501368172758774,31.823896576899003,26.28689330211244,20.44991972680973,20.46457344844838,15.226250353276235,28.736073671766484,49.09974531428694,38.342785235428764,0.19822413655174528,13.492368611333378,9.466505551788282,52.602974419572725,56.58611704440089,13.649286543580901,9.343688760430242,52.42347997102323,56.52596916638484,22.808671046198498,59.94966802982283,53.458223705199714,51.19444816764809,62.310833024895885,43.84731238409095
=(,7.738214557765542,0.15765571059588196,0.22727947274514027,7.376246104448731,0.12465189029931592,18.990338611128852,23.361340177928998,20.828683064957655,20.648527720234224,31.389217895903844,21.864333768137705,30.812669250733954,46.04636429855531,19.35823882803829,32.13860842501123,32.067843622108185,35.1833790642436,37.50500422449578,29.753907840920178,27.128007773916234,20.3082046513802,20.37417774032011,16.794630082441824,29.08173574888977,47.4982724664247,38.662318833778706,0.22727947274514027,14.600409077288662,9.5159163056194,51.61486788394605,57.03511929802754,14.815701539192924,9.35921031645302,51.43996606267767,57.020206290079486,23.476291484640864,60.54848303567258,55.102727915748815,51.74846504890051,63.799729899670766,43.19225918707769
=(,7.8630766382590105,0.15203539462825233,0.2623669223512794,7.495760926454026,0.1108603659655965,18.553073518167608,22.967795352340733,20.779699802533056,20.54523319183581,30.4873821830647,21.769939410348716,30.0885959042966,45.09567956840165,19.43409707025921,32.120720181099436,31.988433443766557,34.745803027811014,36.9530160440854,29.006691460476254,26.593656785147946,20.22589940899397,20.24868619321506,16.436866567049332,28.19629127157322,46.778017645398926,38.18769142143224,0.2623669223512794,13.881361305825399,8.642455571609744,50.860249004507295,56.450186066335064,14.105534909032977,8.5075132686318,50.628155360318694,56.378457569045906,21.947883629105917,59.16190769953326,54.38879128079163,50.99534208899068,62.59437277368076,42.481971295791034
=(,7.225796942241623,0.18837033364183636,0.26263154969102664,7.07024059331596,0.1306569088149799,17.653892504474424,22.583120815181097,21.70742064305267,21.44727160819185,31.779293691636433,24.636547957571352,28.41965736988861,42.74411852386961,19.239669277199667,32.22898474963796,32.025087724450046,35.884409588118224,39.16865509224259,28.825291463083087,25.142840704782238,20.118287738654683,20.04336370663553,17.687022279680654,30.2456547851639,46.06627903199096,36.605174564114726,0.26263154969102664,13.967071672782541,10.636619488274475,50.11244676695807,54.955478495884336,14.145349219578637,10.61681645091347,49.85138560188913,54.80005859330153,23.334270563464674,59.423944915106745,53.99726470582311,51.45033040500229,63.32346470622288,42.425522711373986
=(,6.817295208990417,0.1516069133999794,0.20469901644675875,6.99011016337346,0.09621032988671743,17.435473432915717,21.78186717581154,20.324809932285238,20.13146842251954,30.37219756947782,23.610295057740213,29.128230926004672,42.190439359660644,18.952173551776877,31.67797996035876,31.544904104132637,35.1156803234344,38.53547453073741,29.039944593397472,24.779355486920434,20.240906033735975,20.22065180162643,17.269263789701252,30.030349517531075,46.01788731746376,36.09549153986554,0.20469901644675875,14.252517474393953,10.175854829637728,49.38486068021786,54.30615210818781,14.412152571210534,10.130303545329646,49.18761574960762,54.21446812086811,23.16437375668072,58.81930755228012,53.12633115883475,50.77896830736365,62.4323537829026,42.2634821998327
=(,6.929993137303146,0.14386187591511013,0.163756944990484,7.328611963489018,0.08960896192242468,15.611203518109672,21.350751945546538,21.876543896979957,21.715492482068147,31.13538306160143,26.63630534206175,27.537583371816815,38.74321323429836,18.873902845114856,31.624766087824618,31.49447685891275,35.50538941169703,39.693445695634324,29.953712308119012,23.191590318959946,19.966239642233976,19.91502341228472,17.901762340140234,30.936423594359074,46.268437363728786,34.67691462144904,0.163756944990484,13.338682810502595,11.275486407529186,48.878514555673384,52.65082433885274,13.450510438247909,11.28168099633432,48.7147783192526,52.547853401219754,22.789509629114693,58.63370817420851,52.44784284769184,50.66987747901139,61.999972412227145,43.0913818079108
=(,6.241179053598239,0.14524612300443485,0.2287465595862153,7.510368376233922,0.1313183343202786,14.972233755679468,20.840220450596263,21.227169149838847,21.001050941635754,30.54060951491641,25.932263671713702,27.53330561681721,37.66887085829666,18.880828062093162,30.597730669091927,30.410947684561002,34.692562448020766,38.62820266872932,29.952493829161988,22.73827090989125,18.849507770183394,18.77620485958504,16.91077556062659,30.013983335553828,46.19506061280638,34.26766090352735,0.2287465595862153,13.260023639746734,11.478065352259744,48.14616809431116,51.09431555163799,13.413019189806777,11.488376089566735,47.91752661768491,50.945865347769924,22.976522487552124,58.05408440131304,51.00915857354248,49.55010102443035,60.4954434946656,42.94002054951354
=(,6.6332627578694705,0.14967387594209702,0.17860983452365486,7.406150975226666,0.1971924061291987,14.43808595845606,21.12599335312981,21.232824529372508,21.060100877007436,30.862287503306714,26.703153821065804,27.24310470074991,36.278929123077184,18.916002291797476,30.133394214359164,29.958257241189084,34.45753882400312,38.958239175113576,30.584712242920975,21.925848203187442,18.921293519972203,18.803396632131616,16.703440995148696,30.968707536351108,46.722173457319535,33.64089182548239,0.17860983452365486,13.791340002298954,12.285739468277344,47.53234505422921,50.08326974530364,13.845912059424798,12.367864317540905,47.374038617565695,49.9210970397063,24.147051870641,58.10463065661695,50.23118157716202,48.98426894800925,60.2121930690091,43.05607911623306
=(,6.230999331423292,0.12493826656365006,0.14904089925402877,6.806130598217653,0.1774119451770171,13.646108810476253,20.552514253243128,21.800785630775536,21.655927317242423,30.709765441012525,27.139561913283238,27.388521306800858,34.01625551609649,18.968440601113862,30.450302940116554,30.30357328072516,34.49783674088036,38.8452062759107,30.939386042077725,20.41043987425332,18.884641108199183,18.7825814184352,16.666091265228918,30.649354654269274,46.851736024097754,32.16969034384341,0.14904089925402877,13.420416914036457,12.097759315634764,47.7341088708927,48.70856657312378,13.461989621419685,12.164167098648056,47.60413229786305,48.57211424517776,23.82516042435724,58.02510282347988,48.738027589992925,48.60288358600474,58.475571920697334,42.99383169713128
=(,6.233465835454486,0.11956225388654056,0.16335719901258702,6.766260187501307,0.09133939187780733,12.087425397210092,19.444709424037494,21.725511261560477,21.56363086461919,30.077485259221277,27.891938038500474,28.98116467878947,31.35555172071653,18.919565630637543,30.12761163630123,29.982460023770948,34.369005046169995,38.64326769429471,32.45345202033898,19.31127833846815,18.85531518516408,18.78534200505017,16.752324186475246,30.59548347945375,48.016663610176394,31.725326786710085,0.16335719901258702,13.218937171671458,11.996207867095054,47.86473973463602,47.749040232057986,13.311824786483228,12.02686004393836,47.70674669722311,47.622545536849,23.317620586100578,58.495389919704934,48.46066302812633,48.47167740291584,57.416250475573186,43.32688719267285
=(,6.594485084018903,0.12164417851780772,0.111586783702084,6.4564584932000875,0.10733037051939066,11.362683703425605,18.52479183611981,21.66927988164505,21.55896318843452,29.176180557899574,27.653721621455603,30.05242954676048,29.952060463729495,18.840130378759007,30.02603484335289,29.925773322825034,33.87620047619621,37.98744119858563,32.95250616199536,18.60836019368786,18.504790806637004,18.454151100940948,16.304430177361304,29.650687052444347,48.33931127050255,31.302878877387624,0.111586783702084,12.645190908555485,11.434719271720493,48.30701390715178,47.020142981005684,12.7055009299123,11.45605003299103,48.19986916350755,46.93174807143806,22.389528208817175,58.406971141756415,47.600132235466766,48.572360938077814,56.0779000627364,43.124374396955
=(,6.7813760150456215,0.1873083814019255,0.19000737590124359,6.72100970322784,0.2195684443694734,10.88017854015888,16.887432053797593,19.987603073113338,19.79782901516566,26.95951080796584,26.404144428461297,32.982852675461785,29.77626052054,18.644502286240456,28.749143303061885,28.563770761595187,32.65418672779255,36.868140775633194,34.07769601913439,18.897177529055334,16.95581832304874,16.836415121650205,15.187883819060072,28.737846732793592,49.611225507992266,32.09278831700059,0.19000737590124359,11.607291546058809,12.143351709067703,49.73103182955528,46.26230034598122,11.678867956840696,12.212276129378585,49.56486434553922,46.08852825861824,22.133057288511377,59.166659063653285,47.27911149991927,49.50092450181789,55.474604854655595,42.770358558194765
=(,6.462276823345148,0.15148183605483578,0.10818684725554095,6.400430938389917,0.20570989921910385,10.26559170491814,16.147536772696196,20.56912417738896,20.469156901529296,27.45318489387756,28.038621692877825,33.92800681882472,28.188008308828095,18.606170678517508,29.249189968277793,29.1425209759263,33.610945763452186,38.10921795494127,34.67089923015157,17.922921307039942,17.182957749816413,17.086838219195517,16.23920214258635,29.92710736342706,49.970859490286365,31.5179724926223,0.10818684725554095,11.403911322677509,13.196663547754806,50.38839055912457,45.93304420062522,11.40987023851749,13.270387617450737,50.32116669456678,45.82486451450683,22.683073219500837,60.031233817354504,47.75578718181318,50.1081492962718,55.83588716870436,42.55964235128884
=(,6.768377520720173,0.1452273852271578,0.10630127872710948,6.293902506068077,0.2320080331108546,10.249713800011401,15.47004025332657,20.1169099128876,20.036019577884964,26.51779799511626,27.68211600661506,34.9503464579155,28.219686631162418,18.567073014015488,29.126094668639922,29.032955014993885,33.33069665129645,37.862395750229865,34.98299670283565,17.97782757648956,16.97384723476537,16.868597089892727,16.139874802612624,29.804198453043412,50.311094999331175,31.770738355996652,0.10630127872710948,10.686786045498906,13.365788153157698,50.85554866411497,45.96224977621473,10.65981630234562,13.458177339716881,50.82015470364007,45.86168008249195,22.223724094592704,59.97105381535414,47.892151321983754,50.22965315447037,55.7057874677539,42.37977356167371
=(,6.791967823558168,0.11217174246816526,0.16399760732521204,7.071677385590716,0.13097199234127832,11.50686491309444,14.74243638205415,18.624424846042828,18.46304211062912,23.70352114217751,26.50004663349993,37.332875162005195,29.78593725306713,18.766609170078425,29.3686261231061,29.20462874297558,31.99260841505085,38.00220317046899,36.40559956043498,18.294290106219833,17.741931786639366,17.612201993705785,14.797073327481773,30.671536229066483,51.799411551896725,32.794293026078265,0.16399760732521204,10.815847221387317,13.497773358446455,51.34851824931881,46.960374484075565,10.828177598926416,13.581375528744493,51.23063318159733,46.79784444169813,23.25038605893951,59.810199049977456,47.49016154339454,49.922206932327946,56.28572810423347,42.99712099847185
=(,7.203142929164972,0.11588939305882992,0.161579524420639,6.944667015034907,0.09308670140082125,11.382455786949693,14.650806082961601,19.676093879905483,19.51967030695133,25.169615113811723,26.218952192332058,37.151491417464314,30.840117523031374,18.80823671584565,30.10754903584621,29.961416444742966,33.26871863005964,37.59879210339326,36.07127112318694,19.48297374280625,17.4192674274746,17.340229097760815,15.67413253193215,29.332399612036962,51.54688102164127,33.81910090576134,0.161579524420639,10.634720898980797,12.807853880203965,52.72046228955537,48.59133931875071,10.7236316239408,12.812337962469353,52.56524920326121,48.45814863099307,22.412306831671863,61.16009431134406,49.485946698437374,50.95690832472838,57.015222677021505,43.40998321150451
=(,6.76039142879462,0.07943938054221805,0.05565258226297477,7.219343713667362,0.09656795059665174,11.855735179041984,14.951934726079088,19.05156511771886,19.002926032657975,24.4377477360061,25.865587481494185,37.806564831901326,31.674654243892846,19.04752700694799,29.978433661294694,29.925506599855627,32.616970038030026,37.72040346692591,36.70337661344854,19.823917316282735,17.67358972441113,17.62092567945105,14.772175392623751,29.729056000887727,52.41138415996649,34.66392526021404,0.05565258226297477,11.350755250190812,12.75670513634935,52.73953372405508,49.074889616714366,11.336544611554658,12.796921251440452,52.71210397013093,49.020089285410776,23.219341348021736,61.355158763162066,49.41770710551137,51.11540694551972,57.529957031780285,43.48481425881269
=(,6.453664740364184,0.088558834676569,0.03678725140710802,6.815447668152073,0.17283794546340936,12.982911721191897,14.72732743429957,19.186389298833255,19.151236574521548,26.045245288603507,26.3390611308181,37.44345054434754,32.43363165911868,18.786120983407617,31.21213972605195,31.175531606533998,35.01056537066049,39.32132715132812,35.852838182082124,19.47993695021328,18.91939898896923,18.887028195143913,17.280405385663677,31.100076830448586,51.39993595352289,33.737510539891424,0.03678725140710802,12.604041748955536,12.977405703382408,52.88793497149844,49.8063321530207,12.604809068867166,12.99881888501971,52.8627616976466,49.76958864486884,24.284969398705666,62.812938927524364,51.01651809095122,51.934336977363216,58.74277356298834,43.16506271681123
=(,6.999315400308737,0.06399934575789379,0.021888027892934165,6.549027597659187,0.18257662266497893,13.629699155514373,15.552978171773773,19.75929799285815,19.7427664122794,26.59161922206184,26.062183440977137,36.058877907089276,34.555313394731954,18.47640735787601,31.780604202408814,31.76096694077456,35.25585250560937,39.582379308984855,35.106239961809116,20.929245253101314,19.40061206052775,19.37883860883014,17.92163509184962,30.990481163414934,50.440582673022604,34.61698500933048,0.021888027892934165,11.973106996249811,12.455894095207352,52.94140809200426,51.66831475346887,11.965839880215484,12.474190870248997,52.93255601615067,51.64738060362545,23.15053125377619,62.19873181667177,52.533058974832926,52.35855730562425,60.39158255132955,43.529379577963574
=(,6.778399245059541,0.13158787834095942,0.11401588600850657,6.5745973093696275,0.09085068468316014,14.46781110752185,15.791625251265495,18.98391527847589,18.91135506081465,24.705189617208344,24.696236741185448,36.26451410525172,36.38772711439043,18.57224621549988,31.674559370144777,31.62950694038521,33.555930887645665,39.063269481289645,34.91539281940036,21.925346250317094,19.262320284205494,19.280700543909997,16.12984491550224,30.65010781094012,50.4261191293827,35.54870164073417,0.11401588600850657,11.53643949998673,12.372467565988753,52.92050938251162,52.50368468954578,11.6405437870698,12.301820366051667,52.8190136017115,52.47672163241312,23.23339852263232,60.80972167446688,51.67354725375147,51.907029944056134,60.87166253693489,43.87566467968368
=(,6.873408108993005,0.20650602557213252,0.34044583297172626,6.8400907606509005,0.11713248321973771,15.630138055707231,17.070381591697497,19.535292079495516,19.26897572609042,26.489256205162835,24.068570180072783,36.06751823844759,38.02943725747633,18.54878094738709,32.82229549224456,32.63776624353798,35.0199060371126,39.482561187158716,34.76104064881476,22.399680163428556,20.755880597713958,20.748222628517745,17.57556101813857,31.566509938103433,50.56567513532336,35.74709629341232,0.34044583297172626,12.974987401864398,12.138465512561497,53.846824722159134,54.14281063192232,13.257397022905357,11.960883774939376,53.52405045785405,54.00673091426612,24.587619145171242,62.54325143747096,53.29477060371525,52.33014329141883,61.77843809087611,43.74396731514022
=(,7.07810039958349,0.18710734329721576,0.18343453258690348,7.049153783906231,0.11103728272630485,16.28427615013717,17.02682151256942,18.863518306951825,18.718157370958618,26.372712307856183,24.065650654034428,36.5134140004178,39.722728444351965,18.57335130289722,32.73142976518749,32.632414390964335,35.37591103479972,40.15088014494388,34.475495082992744,23.44259595143682,20.4890109855598,20.484985259263176,17.848712429511007,31.94802099777639,50.40796438935043,36.519001993654115,0.18343453258690348,12.94753473322426,12.602684479542193,54.00628153705173,54.903711006437895,13.103521379830207,12.513040383572744,53.833460472572526,54.83376950544604,24.768636409756137,62.88580064792092,54.29915607764563,53.268912967517025,63.42652977055452,44.25731631486478
=(,6.611112569071158,0.1459115630240847,0.11249047513165532,6.812008492570046,0.05524788898379525,16.588707768224996,17.24037252211521,18.467275052815854,18.402950876743095,25.60681646433009,22.760002386193385,36.85254286455415,40.47450923999062,18.670296942226088,32.44942453934536,32.42237585649285,34.484001138957275,39.12388747821283,34.73356312346472,23.88994339292233,20.122420555894944,20.15716742874539,16.84909553438736,30.98354313931116,50.76920914364482,36.97724374064905,0.11249047513165532,12.644549471731036,12.130272493039303,54.15211318581284,55.01512702376584,12.752897913041531,12.042858505120883,54.06381167874379,55.00865195523973,24.270166511136285,62.4421162190763,53.75878104227121,52.781987541216225,62.83705887496889,44.753928127808344
=(,7.1960668236921554,0.16012018140704862,0.26551143861114773,6.886724665632009,0.1291179858551631,17.03989340621725,18.02531438638023,18.775331158957535,18.59343766290688,26.084986684370442,22.70970551081579,36.63372076605237,41.43564283036486,18.78800483649891,32.93415308262051,32.83752404422326,34.53682606245986,39.44447580716578,34.658545427626265,24.398100362451398,20.837429539224924,20.886504005195523,16.798652265155674,31.555220826897738,50.92113634541261,37.24077156392425,0.26551143861114773,13.339176470793298,12.037364127705805,54.37313372348851,55.93996512820565,13.578087797409067,11.853988403380225,54.14548791663891,55.89129293661278,25.00172518306397,62.642214667678466,53.948756037545465,52.93015683384819,63.637813107490715,45.24229983035656
